name,href,page,physical_damage,min_physical_damage,max_physical_damage,avg_physical_damage,critical_hit_chance,attacks_per_second,requirements,required_level,required_dex,implicit
Runemastered Rogue Armour,Runemastered_Rogue_Armour,Body_Armours_str_dex,,,,,,,"Level 38 , 35 Str , 35 Dex",38,35,
Runemastered Vagabond Armour,Runemastered_Vagabond_Armour,Body_Armours_str_dex,,,,,,,"Level 38 , 35 Str , 35 Dex",38,35,
Runemastered Cloaked Mail,Runemastered_Cloaked_Mail,Body_Armours_str_dex,,,,,,,"Level 40 , 36 Str , 36 Dex",40,36,
Runemastered Explorer Armour,Runemastered_Explorer_Armour,Body_Armours_str_dex,,,,,,,"Level 55 , 49 Str , 49 Dex",55,49,
Runemastered Scale Mail,Runemastered_Scale_Mail,Body_Armours_str_dex,,,,,,,"Level 55 , 49 Str , 49 Dex",55,49,
Runemastered Knight Armour,Runemastered_Knight_Armour,Body_Armours_str_dex,,,,,,,"Level 55 , 49 Str , 49 Dex",55,49,
Runemastered Ancestral Mail,Runemastered_Ancestral_Mail,Body_Armours_str_dex,,,,,,,"Level 65 , 57 Str , 57 Dex",65,57,
Runemastered Heroic Armour,Runemastered_Heroic_Armour,Body_Armours_str_dex,,,,,,,"Level 65 , 67 Str , 67 Dex",65,67,+(60 - 80) to maximum Life
Pilgrim Vestments,Pilgrim_Vestments,Body_Armours_str_int,,,,,,,,,,
Pelt Mantle,Pelt_Mantle,Body_Armours_str_int,,,,,,,"Level 10 , 12 Str , 12 Int",10,,
Mail Vestments,Mail_Vestments,Body_Armours_str_int,,,,,,,"Level 16 , 17 Str , 17 Int",16,,
Shaman Mantle,Shaman_Mantle,Body_Armours_str_int,,,,,,,"Level 28 , 26 Str , 26 Int",28,,
Ironclad Vestments,Ironclad_Vestments,Body_Armours_str_int,,,,,,,"Level 33 , 31 Str , 31 Int",33,,
Sacrificial Mantle,Sacrificial_Mantle,Body_Armours_str_int,,,,,,,"Level 36 , 33 Str , 33 Int",36,,
Cleric Vestments,Cleric_Vestments,Body_Armours_str_int,,,,,,,"Level 45 , 41 Str , 41 Int",45,,
Tideseer Mantle,Tideseer_Mantle,Body_Armours_str_int,,,,,,,"Level 51 , 45 Str , 45 Int",51,,
Gilded Vestments,Gilded_Vestments,Body_Armours_str_int,,,,,,,"Level 52 , 46 Str , 46 Int",52,,
Venerated Mantle,Venerated_Mantle,Body_Armours_str_int,,,,,,,"Level 54 , 48 Str , 48 Int",54,,
Revered Vestments,Revered_Vestments,Body_Armours_str_int,,,,,,,"Level 65 , 67 Str , 67 Int",65,,+1 % to all Maximum Elemental Resistances
Corvus Mantle,Corvus_Mantle,Body_Armours_str_int,,,,,,,"Level 68 , 67 Str , 67 Int",68,,+(20 - 30) to Spirit
Zenith Vestments,Zenith_Vestments,Body_Armours_str_int,,,,,,,"Level 73 , 67 Str , 67 Int",73,,
Ornate Ringmail,Ornate_Ringmail,Body_Armours_str_int,,,,,,,"Level 43 , 45 Str , 45 Int",43,,
Ancient Mail,Ancient_Mail,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,
Runeforged Grasping Mail,Runeforged_Grasping_Mail,Body_Armours_str_int,,,,,,,"Level 65 , 61 Str , 61 Int",65,,Can roll Ring Modifiers | Catalysts can be applied to this item
Templar Vestments,Templar_Vestments,Body_Armours_str_int,,,,,,,"Level 45 , 41 Str , 41 Int",45,,
Bearskin Mantle,Bearskin_Mantle,Body_Armours_str_int,,,,,,,"Level 48 , 43 Str , 43 Int",48,,
Chain Vestments,Chain_Vestments,Body_Armours_str_int,,,,,,,"Level 51 , 45 Str , 45 Int",51,,
Occultist Mantle,Occultist_Mantle,Body_Armours_str_int,,,,,,,"Level 54 , 48 Str , 48 Int",54,,
Plated Vestments,Plated_Vestments,Body_Armours_str_int,,,,,,,"Level 59 , 52 Str , 52 Int",59,,
Heartcarver Mantle,Heartcarver_Mantle,Body_Armours_str_int,,,,,,,"Level 62 , 54 Str , 54 Int",62,,
Wolfskin Mantle,Wolfskin_Mantle,Body_Armours_str_int,,,,,,,"Level 65 , 67 Str , 67 Int",65,,
Conjurer Mantle,Conjurer_Mantle,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,+(20 - 30) to Spirit
Death Mantle,Death_Mantle,Body_Armours_str_int,,,,,,,"Level 75 , 67 Str , 67 Int",75,,+1 % to all Maximum Elemental Resistances
Seastorm Mantle,Seastorm_Mantle,Body_Armours_str_int,,,,,,,"Level 80 , 67 Str , 67 Int",80,,(8 - 14) % of Damage taken Recouped as Life
Runeforged Pilgrim Vestments,Runeforged_Pilgrim_Vestments,Body_Armours_str_int,,,,,,,,,,
Runeforged Pelt Mantle,Runeforged_Pelt_Mantle,Body_Armours_str_int,,,,,,,"Level 10 , 12 Str , 12 Int",10,,
Runeforged Mail Vestments,Runeforged_Mail_Vestments,Body_Armours_str_int,,,,,,,"Level 16 , 17 Str , 17 Int",16,,
Runeforged Shaman Mantle,Runeforged_Shaman_Mantle,Body_Armours_str_int,,,,,,,"Level 28 , 26 Str , 26 Int",28,,
Runeforged Ironclad Vestments,Runeforged_Ironclad_Vestments,Body_Armours_str_int,,,,,,,"Level 33 , 31 Str , 31 Int",33,,
Runeforged Sacrificial Mantle,Runeforged_Sacrificial_Mantle,Body_Armours_str_int,,,,,,,"Level 36 , 33 Str , 33 Int",36,,
Runeforged Cleric Vestments,Runeforged_Cleric_Vestments,Body_Armours_str_int,,,,,,,"Level 45 , 41 Str , 41 Int",45,,
Runeforged Tideseer Mantle,Runeforged_Tideseer_Mantle,Body_Armours_str_int,,,,,,,"Level 51 , 45 Str , 45 Int",51,,
Runeforged Sacrificial Regalia,Runeforged_Sacrificial_Regalia,Body_Armours_str_int,,,,,,,"Level 65 , 80 Str , 80 Int",65,,+1 to Level of all Corrupted Skill Gems | (2 - 4) % increased Chaos Damage for each Corrupted Item Equipped
Runeforged Occultist Mantle,Runeforged_Occultist_Mantle,Body_Armours_str_int,,,,,,,"Level 54 , 48 Str , 48 Int",54,,
Runeforged Plated Vestments,Runeforged_Plated_Vestments,Body_Armours_str_int,,,,,,,"Level 59 , 52 Str , 52 Int",59,,
Runeforged Heartcarver Mantle,Runeforged_Heartcarver_Mantle,Body_Armours_str_int,,,,,,,"Level 62 , 54 Str , 54 Int",62,,
Runeforged Wolfskin Mantle,Runeforged_Wolfskin_Mantle,Body_Armours_str_int,,,,,,,"Level 65 , 67 Str , 67 Int",65,,
Runeforged Conjurer Mantle,Runeforged_Conjurer_Mantle,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,+(20 - 30) to Spirit
Runeforged Death Mantle,Runeforged_Death_Mantle,Body_Armours_str_int,,,,,,,"Level 75 , 67 Str , 67 Int",75,,+1 % to all Maximum Elemental Resistances
Runeforged Seastorm Mantle,Runeforged_Seastorm_Mantle,Body_Armours_str_int,,,,,,,"Level 80 , 67 Str , 67 Int",80,,(8 - 14) % of Damage taken Recouped as Life
Runemastered Pilgrim Vestments,Runemastered_Pilgrim_Vestments,Body_Armours_str_int,,,,,,,"Level 38 , 35 Str , 35 Int",38,,
Runemastered Mail Vestments,Runemastered_Mail_Vestments,Body_Armours_str_int,,,,,,,"Level 38 , 35 Str , 35 Int",38,,
Runemastered Shaman Mantle,Runemastered_Shaman_Mantle,Body_Armours_str_int,,,,,,,"Level 38 , 35 Str , 35 Int",38,,
Runemastered Ironclad Vestments,Runemastered_Ironclad_Vestments,Body_Armours_str_int,,,,,,,"Level 55 , 49 Str , 49 Int",55,,
Runemastered Sacrificial Mantle,Runemastered_Sacrificial_Mantle,Body_Armours_str_int,,,,,,,"Level 55 , 49 Str , 49 Int",55,,
Runemastered Cleric Vestments,Runemastered_Cleric_Vestments,Body_Armours_str_int,,,,,,,"Level 55 , 49 Str , 49 Int",55,,
Runemastered Tideseer Mantle,Runemastered_Tideseer_Mantle,Body_Armours_str_int,,,,,,,"Level 65 , 57 Str , 57 Int",65,,
Runemastered Gilded Vestments,Runemastered_Gilded_Vestments,Body_Armours_str_int,,,,,,,"Level 65 , 57 Str , 57 Int",65,,
Runemastered Revered Vestments,Runemastered_Revered_Vestments,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,+1 % to all Maximum Elemental Resistances | (30 - 50) % increased effect of Arcane Surge on you
Runemastered Revered Vestments,Runemastered_Revered_Vestments,Body_Armours_str_int,,,,,,,"Level 70 , 57 Str , 85 Int",70,,+1 % to all Maximum Elemental Resistances | (10 - 15) % of Damage taken from Hits bypasses Energy Shield if Energy Shield is below half
Runemastered Revered Vestments,Runemastered_Revered_Vestments,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,+1 % to all Maximum Elemental Resistances
Runemastered Corvus Mantle,Runemastered_Corvus_Mantle,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,+(20 - 30) to Spirit
Runemastered Ornate Ringmail,Runemastered_Ornate_Ringmail,Body_Armours_str_int,,,,,,,"Level 55 , 57 Str , 57 Int",55,,
Runemastered Ancient Mail,Runemastered_Ancient_Mail,Body_Armours_str_int,,,,,,,"Level 70 , 67 Str , 67 Int",70,,
Hermit Garb,Hermit_Garb,Body_Armours_dex_int,,,,,,,,,,
Waxed Jacket,Waxed_Jacket,Body_Armours_dex_int,,,,,,,"Level 11 , 13 Dex , 13 Int",11,13,
Marabout Garb,Marabout_Garb,Body_Armours_dex_int,,,,,,,"Level 16 , 17 Dex , 17 Int",16,17,
Wayfarer Jacket,Wayfarer_Jacket,Body_Armours_dex_int,,,,,,,"Level 28 , 26 Dex , 26 Int",28,26,
Anchorite Garb,Anchorite_Garb,Body_Armours_dex_int,,,,,,,"Level 33 , 31 Dex , 31 Int",33,31,
Scalper's Jacket,Scalpers_Jacket,Body_Armours_dex_int,,,,,,,"Level 39 , 35 Dex , 35 Int",39,35,
Scoundrel Jacket,Scoundrel_Jacket,Body_Armours_dex_int,,,,,,,"Level 45 , 41 Dex , 41 Int",45,41,
Ascetic Garb,Ascetic_Garb,Body_Armours_dex_int,,,,,,,"Level 51 , 45 Dex , 45 Int",51,45,
Clandestine Jacket,Clandestine_Jacket,Body_Armours_dex_int,,,,,,,"Level 52 , 46 Dex , 46 Int",52,46,
Monastic Garb,Monastic_Garb,Body_Armours_dex_int,,,,,,,"Level 56 , 50 Dex , 50 Int",56,50,
Torment Jacket,Torment_Jacket,Body_Armours_dex_int,,,,,,,"Level 65 , 67 Dex , 67 Int",65,67,
Devout Garb,Devout_Garb,Body_Armours_dex_int,,,,,,,"Level 68 , 67 Dex , 67 Int",68,67,+(7 - 13) % to Chaos Resistance
Assassin Garb,Assassin_Garb,Body_Armours_dex_int,,,,,,,"Level 73 , 67 Dex , 67 Int",73,67,5 % increased Movement Speed
Runeforged Grasping Mail,Runeforged_Grasping_Mail,Body_Armours_dex_int,,,,,,,"Level 65 , 61 Dex , 61 Int",65,61,Can roll Ring Modifiers | Catalysts can be applied to this item
Ascetic Garb,Ascetic_Garb,Body_Armours_dex_int,,,,,,,"Level 45 , 41 Dex , 41 Int",45,41,
Oiled Jacket,Oiled_Jacket,Body_Armours_dex_int,,,,,,,"Level 48 , 43 Dex , 43 Int",48,43,
Evangelist Garb,Evangelist_Garb,Body_Armours_dex_int,,,,,,,"Level 51 , 45 Dex , 45 Int",51,45,
Itinerant Jacket,Itinerant_Jacket,Body_Armours_dex_int,,,,,,,"Level 54 , 48 Dex , 48 Int",54,48,
Hatungo Garb,Hatungo_Garb,Body_Armours_dex_int,,,,,,,"Level 59 , 52 Dex , 52 Int",59,52,
Hawker's Jacket,Hawkers_Jacket,Body_Armours_dex_int,,,,,,,"Level 62 , 54 Dex , 54 Int",62,54,
Sleek Jacket,Sleek_Jacket,Body_Armours_dex_int,,,,,,,"Level 65 , 67 Dex , 67 Int",65,67,
Rambler Jacket,Rambler_Jacket,Body_Armours_dex_int,,,,,,,"Level 70 , 67 Dex , 67 Int",70,67,+(7 - 13) % to Chaos Resistance
Falconer's Jacket,Falconers_Jacket,Body_Armours_dex_int,,,,,,,"Level 75 , 67 Dex , 67 Int",75,67,5 % increased Movement Speed
Austere Garb,Austere_Garb,Body_Armours_dex_int,,,,,,,"Level 80 , 67 Dex , 67 Int",80,67,(10 - 15) % reduced Elemental Ailment Duration on you
Primal Markings,Primal_Markings,Body_Armours_dex_int,,,,,,,"Level 70 , 67 Dex , 67 Int",70,67,
Runeforged Hermit Garb,Runeforged_Hermit_Garb,Body_Armours_dex_int,,,,,,,,,,
Runeforged Waxed Jacket,Runeforged_Waxed_Jacket,Body_Armours_dex_int,,,,,,,"Level 11 , 13 Dex , 13 Int",11,13,
Runeforged Marabout Garb,Runeforged_Marabout_Garb,Body_Armours_dex_int,,,,,,,"Level 16 , 17 Dex , 17 Int",16,17,
Runeforged Wayfarer Jacket,Runeforged_Wayfarer_Jacket,Body_Armours_dex_int,,,,,,,"Level 28 , 26 Dex , 26 Int",28,26,
Runeforged Anchorite Garb,Runeforged_Anchorite_Garb,Body_Armours_dex_int,,,,,,,"Level 33 , 31 Dex , 31 Int",33,31,
Runeforged Scalper's Jacket,Runeforged_Scalpers_Jacket,Body_Armours_dex_int,,,,,,,"Level 39 , 35 Dex , 35 Int",39,35,
Runeforged Scoundrel Jacket,Runeforged_Scoundrel_Jacket,Body_Armours_dex_int,,,,,,,"Level 45 , 41 Dex , 41 Int",45,41,
Runeforged Ascetic Garb,Runeforged_Ascetic_Garb,Body_Armours_dex_int,,,,,,,"Level 51 , 45 Dex , 45 Int",51,45,
Runeforged Sacrificial Regalia,Runeforged_Sacrificial_Regalia,Body_Armours_dex_int,,,,,,,"Level 65 , 80 Dex , 80 Int",65,80,+1 to Level of all Corrupted Skill Gems | +1 % to all Resistances for each Corrupted Item Equipped
Runeforged Itinerant Jacket,Runeforged_Itinerant_Jacket,Body_Armours_dex_int,,,,,,,"Level 54 , 48 Dex , 48 Int",54,48,
Runeforged Hatungo Garb,Runeforged_Hatungo_Garb,Body_Armours_dex_int,,,,,,,"Level 59 , 52 Dex , 52 Int",59,52,
Runeforged Hawker's Jacket,Runeforged_Hawkers_Jacket,Body_Armours_dex_int,,,,,,,"Level 62 , 54 Dex , 54 Int",62,54,
Runeforged Sleek Jacket,Runeforged_Sleek_Jacket,Body_Armours_dex_int,,,,,,,"Level 65 , 67 Dex , 67 Int",65,67,
Runeforged Rambler Jacket,Runeforged_Rambler_Jacket,Body_Armours_dex_int,,,,,,,"Level 70 , 67 Dex , 67 Int",70,67,+(7 - 13) % to Chaos Resistance
Runeforged Falconer's Jacket,Runeforged_Falconers_Jacket,Body_Armours_dex_int,,,,,,,"Level 75 , 67 Dex , 67 Int",75,67,5 % increased Movement Speed
Runeforged Austere Garb,Runeforged_Austere_Garb,Body_Armours_dex_int,,,,,,,"Level 80 , 67 Dex , 67 Int",80,67,(10 - 15) % reduced Elemental Ailment Duration on you
Runeforged Primal Markings,Runeforged_Primal_Markings,Body_Armours_dex_int,,,,,,,"Level 70 , 67 Dex , 67 Int",70,67,
Runemastered Hermit Garb,Runemastered_Hermit_Garb,Body_Armours_dex_int,,,,,,,"Level 38 , 35 Dex , 35 Int",38,35,
Runemastered Waxed Jacket,Runemastered_Waxed_Jacket,Body_Armours_dex_int,,,,,,,"Level 38 , 35 Dex , 35 Int",38,35,
Runemastered Marabout Garb,Runemastered_Marabout_Garb,Body_Armours_dex_int,,,,,,,"Level 38 , 35 Dex , 35 Int",38,35,
Runemastered Wayfarer Jacket,Runemastered_Wayfarer_Jacket,Body_Armours_dex_int,,,,,,,"Level 40 , 36 Dex , 36 Int",40,36,
Runemastered Anchorite Garb,Runemastered_Anchorite_Garb,Body_Armours_dex_int,,,,,,,"Level 55 , 49 Dex , 49 Int",55,49,
Runemastered Scalper's Jacket,Runemastered_Scalpers_Jacket,Body_Armours_dex_int,,,,,,,"Level 55 , 49 Dex , 49 Int",55,49,
Runemastered Assassin Garb,Runemastered_Assassin_Garb,Body_Armours_dex_int,,,,,,,"Level 73 , 67 Dex , 67 Int",73,67,5 % increased Movement Speed
Runemastered Primal Markings,Runemastered_Primal_Markings,Body_Armours_dex_int,,,,,,,"Level 80 , 67 Dex , 67 Int",80,67,
Golden Mantle,Golden_Mantle,Body_Armours_str_dex_int,,,,,,,"Level 20 , 7 Str , 7 Dex , 7 Int",20,7,+(15 - 25) % to all Elemental Resistances
Grand Regalia,Grand_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,
Sacrificial Regalia,Sacrificial_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 72 Str , 72 Dex , 72 Int",65,72,+1 to Level of all Corrupted Skill Gems
Grasping Mail,Grasping_Mail,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,Can roll Ring Modifiers | Catalysts can be applied to this item
Runeforged Grasping Mail,Runeforged_Grasping_Mail,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,Can roll Ring Modifiers | Catalysts can be applied to this item
Runemastered Grasping Mail,Runemastered_Grasping_Mail,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,Can roll Ring Modifiers | Catalysts can be applied to this item
Runeforged Grand Regalia,Runeforged_Grand_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,
Runeforged Sacrificial Regalia,Runeforged_Sacrificial_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 72 Str , 72 Dex , 72 Int",65,72,+1 to Level of all Corrupted Skill Gems
Runemastered Grand Regalia,Runemastered_Grand_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 41 Str , 41 Dex , 41 Int",65,41,
Runemastered Sacrificial Regalia,Runemastered_Sacrificial_Regalia,Body_Armours_str_dex_int,,,,,,,"Level 65 , 72 Str , 72 Dex , 72 Int",65,72,+1 to Level of all Corrupted Skill Gems
Rusted Greathelm,Rusted_Greathelm,Helmets_str,,,,,,,,,,
Soldier Greathelm,Soldier_Greathelm,Helmets_str,,,,,,,"Level 12 , 19 Str",12,,
Wrapped Greathelm,Wrapped_Greathelm,Helmets_str,,,,,,,"Level 16 , 25 Str",16,,
Spired Greathelm,Spired_Greathelm,Helmets_str,,,,,,,"Level 27 , 40 Str",27,,
Elite Greathelm,Elite_Greathelm,Helmets_str,,,,,,,"Level 33 , 48 Str",33,,
Warrior Greathelm,Warrior_Greathelm,Helmets_str,,,,,,,"Level 36 , 52 Str",36,,
Commander Greathelm,Commander_Greathelm,Helmets_str,,,,,,,"Level 45 , 64 Str",45,,
Fierce Greathelm,Fierce_Greathelm,Helmets_str,,,,,,,"Level 51 , 73 Str",51,,
Sentinel Greathelm,Sentinel_Greathelm,Helmets_str,,,,,,,"Level 52 , 74 Str",52,,
Goliath Greathelm,Goliath_Greathelm,Helmets_str,,,,,,,"Level 57 , 81 Str",57,,
Guardian Greathelm,Guardian_Greathelm,Helmets_str,,,,,,,"Level 65 , 91 Str",65,,
Corroded Greathelm,Corroded_Greathelm,Helmets_str,,,,,,,"Level 45 , 64 Str",45,,
Mercenary Greathelm,Mercenary_Greathelm,Helmets_str,,,,,,,"Level 48 , 69 Str",48,,
Homeguard Greathelm,Homeguard_Greathelm,Helmets_str,,,,,,,"Level 51 , 73 Str",51,,
Elegant Greathelm,Elegant_Greathelm,Helmets_str,,,,,,,"Level 54 , 77 Str",54,,
Noble Greathelm,Noble_Greathelm,Helmets_str,,,,,,,"Level 59 , 83 Str",59,,
Warmonger Greathelm,Warmonger_Greathelm,Helmets_str,,,,,,,"Level 65 , 91 Str",65,,
Masked Greathelm,Masked_Greathelm,Helmets_str,,,,,,,"Level 70 , 99 Str",70,,
Paragon Greathelm,Paragon_Greathelm,Helmets_str,,,,,,,"Level 75 , 107 Str",75,,
Imperial Greathelm,Imperial_Greathelm,Helmets_str,,,,,,,"Level 80 , 115 Str",80,,
Runeforged Rusted Greathelm,Runeforged_Rusted_Greathelm,Helmets_str,,,,,,,,,,
Runeforged Soldier Greathelm,Runeforged_Soldier_Greathelm,Helmets_str,,,,,,,"Level 12 , 19 Str",12,,
Runeforged Wrapped Greathelm,Runeforged_Wrapped_Greathelm,Helmets_str,,,,,,,"Level 16 , 25 Str",16,,
Runeforged Spired Greathelm,Runeforged_Spired_Greathelm,Helmets_str,,,,,,,"Level 27 , 40 Str",27,,
Runeforged Elite Greathelm,Runeforged_Elite_Greathelm,Helmets_str,,,,,,,"Level 33 , 48 Str",33,,
Runeforged Warrior Greathelm,Runeforged_Warrior_Greathelm,Helmets_str,,,,,,,"Level 36 , 52 Str",36,,
Runeforged Commander Greathelm,Runeforged_Commander_Greathelm,Helmets_str,,,,,,,"Level 45 , 64 Str",45,,
Runeforged Fierce Greathelm,Runeforged_Fierce_Greathelm,Helmets_str,,,,,,,"Level 51 , 73 Str",51,,
Runeforged Elegant Greathelm,Runeforged_Elegant_Greathelm,Helmets_str,,,,,,,"Level 54 , 77 Str",54,,
Runeforged Noble Greathelm,Runeforged_Noble_Greathelm,Helmets_str,,,,,,,"Level 59 , 83 Str",59,,
Runeforged Warmonger Greathelm,Runeforged_Warmonger_Greathelm,Helmets_str,,,,,,,"Level 65 , 91 Str",65,,
Runeforged Masked Greathelm,Runeforged_Masked_Greathelm,Helmets_str,,,,,,,"Level 70 , 99 Str",70,,
Runeforged Paragon Greathelm,Runeforged_Paragon_Greathelm,Helmets_str,,,,,,,"Level 75 , 107 Str",75,,
Runeforged Imperial Greathelm,Runeforged_Imperial_Greathelm,Helmets_str,,,,,,,"Level 80 , 115 Str",80,,
Runemastered Rusted Greathelm,Runemastered_Rusted_Greathelm,Helmets_str,,,,,,,"Level 38 , 54 Str",38,,
Runemastered Soldier Greathelm,Runemastered_Soldier_Greathelm,Helmets_str,,,,,,,"Level 38 , 54 Str",38,,
Runemastered Wrapped Greathelm,Runemastered_Wrapped_Greathelm,Helmets_str,,,,,,,"Level 38 , 54 Str",38,,
Runemastered Spired Greathelm,Runemastered_Spired_Greathelm,Helmets_str,,,,,,,"Level 40 , 58 Str",40,,
Runemastered Elite Greathelm,Runemastered_Elite_Greathelm,Helmets_str,,,,,,,"Level 55 , 78 Str",55,,
Runemastered Warrior Greathelm,Runemastered_Warrior_Greathelm,Helmets_str,,,,,,,"Level 55 , 78 Str",55,,
Runemastered Fierce Greathelm,Runemastered_Fierce_Greathelm,Helmets_str,,,,,,,"Level 55 , 78 Str",55,,
Shabby Hood,Shabby_Hood,Helmets_dex,,,,,,,,,,
Felt Cap,Felt_Cap,Helmets_dex,,,,,,,"Level 10 , 17 Dex",10,17,
Lace Hood,Lace_Hood,Helmets_dex,,,,,,,"Level 16 , 25 Dex",16,25,
Swathed Cap,Swathed_Cap,Helmets_dex,,,,,,,"Level 26 , 38 Dex",26,38,
Hunter Hood,Hunter_Hood,Helmets_dex,,,,,,,"Level 33 , 48 Dex",33,48,
Viper Cap,Viper_Cap,Helmets_dex,,,,,,,"Level 38 , 54 Dex",38,54,
Corsair Cap,Corsair_Cap,Helmets_dex,,,,,,,"Level 45 , 64 Dex",45,64,
Leatherbound Hood,Leatherbound_Hood,Helmets_dex,,,,,,,"Level 50 , 71 Dex",50,71,
Velvet Cap,Velvet_Cap,Helmets_dex,,,,,,,"Level 52 , 74 Dex",52,74,
Covert Hood,Covert_Hood,Helmets_dex,,,,,,,"Level 56 , 79 Dex",56,79,
Armoured Cap,Armoured_Cap,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Rotted Hood,Rotted_Hood,Helmets_dex,,,,,,,"Level 45 , 64 Dex",45,64,
Wool Cap,Wool_Cap,Helmets_dex,,,,,,,"Level 48 , 69 Dex",48,69,
Narrow Hood,Narrow_Hood,Helmets_dex,,,,,,,"Level 51 , 73 Dex",51,73,
Wrapped Cap,Wrapped_Cap,Helmets_dex,,,,,,,"Level 54 , 77 Dex",54,77,
Deerstalker Hood,Deerstalker_Hood,Helmets_dex,,,,,,,"Level 59 , 83 Dex",59,83,
Woven Cap,Woven_Cap,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Desert Cap,Desert_Cap,Helmets_dex,,,,,,,"Level 70 , 99 Dex",70,99,
Trapper Hood,Trapper_Hood,Helmets_dex,,,,,,,"Level 75 , 107 Dex",75,107,
Freebooter Cap,Freebooter_Cap,Helmets_dex,,,,,,,"Level 80 , 115 Dex",80,115,
Runeforged Shabby Hood,Runeforged_Shabby_Hood,Helmets_dex,,,,,,,,,,
Runeforged Felt Cap,Runeforged_Felt_Cap,Helmets_dex,,,,,,,"Level 10 , 17 Dex",10,17,
Runeforged Lace Hood,Runeforged_Lace_Hood,Helmets_dex,,,,,,,"Level 16 , 25 Dex",16,25,
Runeforged Swathed Cap,Runeforged_Swathed_Cap,Helmets_dex,,,,,,,"Level 26 , 38 Dex",26,38,
Runeforged Hunter Hood,Runeforged_Hunter_Hood,Helmets_dex,,,,,,,"Level 33 , 48 Dex",33,48,
Runeforged Viper Cap,Runeforged_Viper_Cap,Helmets_dex,,,,,,,"Level 38 , 54 Dex",38,54,
Runeforged Corsair Cap,Runeforged_Corsair_Cap,Helmets_dex,,,,,,,"Level 45 , 64 Dex",45,64,
Runeforged Leatherbound Hood,Runeforged_Leatherbound_Hood,Helmets_dex,,,,,,,"Level 50 , 71 Dex",50,71,
Runeforged Wrapped Cap,Runeforged_Wrapped_Cap,Helmets_dex,,,,,,,"Level 54 , 77 Dex",54,77,
Runeforged Deerstalker Hood,Runeforged_Deerstalker_Hood,Helmets_dex,,,,,,,"Level 59 , 83 Dex",59,83,
Runeforged Woven Cap,Runeforged_Woven_Cap,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Runeforged Desert Cap,Runeforged_Desert_Cap,Helmets_dex,,,,,,,"Level 70 , 99 Dex",70,99,
Runeforged Trapper Hood,Runeforged_Trapper_Hood,Helmets_dex,,,,,,,"Level 75 , 107 Dex",75,107,
Runeforged Freebooter Cap,Runeforged_Freebooter_Cap,Helmets_dex,,,,,,,"Level 80 , 115 Dex",80,115,
Runeforged Lace Hood,Runeforged_Lace_Hood,Helmets_dex,,,,,,,"Level 38 , 54 Dex",38,54,(30 - 50) % increased Ignite Magnitude
Runemastered Felt Cap,Runemastered_Felt_Cap,Helmets_dex,,,,,,,"Level 38 , 54 Dex",38,54,
Runemastered Hunter Hood,Runemastered_Hunter_Hood,Helmets_dex,,,,,,,"Level 40 , 58 Dex",40,58,
Runemastered Viper Cap,Runemastered_Viper_Cap,Helmets_dex,,,,,,,"Level 55 , 78 Dex",55,78,
Runemastered Corsair Cap,Runemastered_Corsair_Cap,Helmets_dex,,,,,,,"Level 55 , 78 Dex",55,78,
Runemastered Leatherbound Hood,Runemastered_Leatherbound_Hood,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Runemastered Velvet Cap,Runemastered_Velvet_Cap,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Runemastered Covert Hood,Runemastered_Covert_Hood,Helmets_dex,,,,,,,"Level 56 , 79 Dex",56,79,
Runemastered Armoured Cap,Runemastered_Armoured_Cap,Helmets_dex,,,,,,,"Level 65 , 91 Dex",65,91,
Twig Circlet,Twig_Circlet,Helmets_int,,,,,,,,,,
Wicker Tiara,Wicker_Tiara,Helmets_int,,,,,,,"Level 10 , 17 Int",10,,
Beaded Circlet,Beaded_Circlet,Helmets_int,,,,,,,"Level 16 , 25 Int",16,,
Chain Tiara,Chain_Tiara,Helmets_int,,,,,,,"Level 26 , 38 Int",26,,
