edge_index,from_node,to_node,from_name,to_name
3827,8540,45230,Curse Area,Curse Area
3828,45230,28229,Curse Area,Curse Area
3829,38814,19288,Attribute,Glancing Blows
3830,38814,62341,Attribute,Block
3831,38814,11980,Attribute,Block
3832,20387,57810,Shock Chance,Shock Chance
3833,43431,38814,Deflection,Attribute
3834,43431,19224,Deflection,Deflection
3835,20779,43431,Deflection,Deflection
3836,20779,50239,Deflection,Mutewind Agility
3837,50239,37434,Mutewind Agility,Armour and Evasion Mastery
3838,19224,32555,Deflection,Deflection
3839,32555,9535,Deflection,Brinerot Ferocity
3840,9535,37434,Brinerot Ferocity,Armour and Evasion Mastery
3841,24963,39298,Deflection,Attribute
3842,24963,19224,Deflection,Deflection
3843,42169,24963,Deflection,Deflection
3844,61309,42169,Redblade Discipline,Deflection
3845,61309,37434,Redblade Discipline,Armour and Evasion Mastery
3846,51850,9535,Path of the Renegade,Brinerot Ferocity
3847,51850,37434,Path of the Renegade,Armour and Evasion Mastery
3848,63731,244,Attack Damage,Attack Damage
3849,58814,55802,Attribute,Attribute
3850,58814,244,Attribute,Attack Damage
3851,58814,12465,Attribute,Armour Break
3852,58814,26830,Attribute,Armour Break Effect
3853,58814,26952,Attribute,Flammability Magnitude
3854,29582,35987,Accuracy,Blur
3855,43923,19104,Accuracy,Eagle Eye
3856,50328,28992,Life and Mana Flask Recovery,Honed Instincts
3857,50328,10053,Life and Mana Flask Recovery,Combat Alchemy
3858,10053,19470,Combat Alchemy,Life and Mana Flask Recovery
3859,10053,9458,Combat Alchemy,Flask Mastery
3860,4850,35503,Shock Effect and Mana Regeneration,Shock Effect and Mana Regeneration
3861,11855,30829,Accuracy,Accuracy
3862,44014,11855,Accuracy,Accuracy
3863,30829,56999,Accuracy,Locked On
3864,58002,45086,Physical Damage,Physical as Extra Chaos Damage
3865,58002,55668,Physical Damage,Attribute
3866,55575,58002,Physical as Extra Chaos Damage,Physical Damage
3867,45086,34520,Physical as Extra Chaos Damage,Physical Damage
3868,34520,55575,Physical Damage,Physical as Extra Chaos Damage
3869,34520,14548,Physical Damage,Minion Life
3870,34520,63545,Physical Damage,Minion Damage
3871,23738,34520,Madness in the Bones,Physical Damage
3872,17024,37372,Lightning Skill Speed,Lightning Skill Speed
3873,53196,46692,Flask and Charm Charges Gained,Efficient Alchemy
3874,12322,53196,Flask and Charm Charges Gained,Flask and Charm Charges Gained
3875,32135,12322,Flask Charges Gained,Flask and Charm Charges Gained
3876,32135,16484,Flask Charges Gained,Attribute
3877,28625,32135,Flask Recovery,Flask Charges Gained
3878,28625,35848,Flask Recovery,Flask Recovery
3879,46692,9393,Efficient Alchemy,Flask Mastery
3880,51509,35848,Waters of Life,Flask Recovery
3881,51509,9393,Waters of Life,Flask Mastery
3882,35896,55668,Attribute,Attribute
3883,35896,53266,Attribute,Lightning Skill Speed
3884,35896,17672,Attribute,Attribute
3885,52354,41171,Attack Damage,Attack Speed
3886,4157,49220,Critical Chance,Flow Like Water
3887,55088,61196,Critical Chance,Attribute
3888,34168,16123,Crashing Wave,Critical Mastery
3889,34168,4157,Crashing Wave,Critical Chance
3890,34168,55088,Crashing Wave,Critical Chance
3891,53960,8975,Attribute,Attribute
3892,36479,12925,Essence of the Storm,Shock Chance
3893,36778,36479,Shock Chance,Essence of the Storm
3894,12925,61196,Shock Chance,Attribute
3895,61312,56841,Attribute,Frenzy Charge Duration
3896,20831,29843,Catlike Agility,Evasion and Reduced Movement Penalty
3897,20831,44875,Catlike Agility,Evasion Mastery
3898,29843,35987,Evasion and Reduced Movement Penalty,Blur
3899,55397,44527,Flask Charges Gained,Cautious Concoctions
3900,44527,44875,Cautious Concoctions,Evasion Mastery
3901,9020,35118,Giantslayer,Two Hand Mastery
3902,244,52354,Attack Damage,Attack Damage
3903,41171,36341,Attack Speed,Cull the Hordes
3904,37767,9020,Attack Speed,Giantslayer
3905,37767,6596,Attack Speed,Attack Speed
3906,37767,63731,Attack Speed,Attack Damage
3907,6596,41171,Attack Speed,Attack Speed
3908,36341,35118,Cull the Hordes,Two Hand Mastery
3909,35503,23764,Shock Effect and Mana Regeneration,Alternating Current
3910,34233,16123,Flow State,Critical Mastery
3911,34233,32545,Flow State,Skill Speed
3912,14725,49220,Skill Speed,Flow Like Water
3913,14725,34233,Skill Speed,Flow State
3914,32545,61196,Skill Speed,Attribute
3915,3234,4447,Pin Duration,Pin their Motivation
3916,3234,31745,Pin Duration,Lockdown
3917,3624,18470,Pin Buildup,Pin Buildup
3918,3624,10927,Pin Buildup,Pin Duration
3919,3624,16484,Pin Buildup,Attribute
3920,10927,9272,Pin Duration,Pin Duration
3921,10927,42250,Pin Duration,Attribute
3922,9272,12906,Pin Duration,Sitting Duck
3923,18470,4447,Pin Buildup,Pin their Motivation
3924,12906,3234,Sitting Duck,Pin Duration
3925,19104,29582,Eagle Eye,Accuracy
3926,52568,3665,Bond of the Owl,Attack Damage and Companion Damage as Cold
3927,52568,62779,Bond of the Owl,Companion Mastery
3928,53560,46157,Lightning Skill Chain Chance,Lightning Skill Chain Chance
3929,12661,34984,Asceticism,Energy Shield Mastery
3930,44917,34984,Self Mortification,Energy Shield Mastery
3931,18895,12661,Stun Threshold from Energy Shield,Asceticism
3932,703,44917,Stun Threshold from Energy Shield,Self Mortification
3933,10552,703,Stun Threshold from Energy Shield,Stun Threshold from Energy Shield
3934,10552,18895,Stun Threshold from Energy Shield,Stun Threshold from Energy Shield
3935,12465,30040,Armour Break,Armour Break
3936,30040,56016,Armour Break,Passthrough Rounds
3937,56016,65149,Passthrough Rounds,Armour Break Effect
3938,56016,35594,Passthrough Rounds,Armour Break Effect
3939,13576,17024,Lightning Skill Speed,Lightning Skill Speed
3940,64352,44345,Lightning Damage,Lightning Damage
3941,37372,13738,Lightning Skill Speed,Lightning Quick
3942,12337,5295,Flash Storm,Lightning Penetration
3943,10677,56638,Stun Threshold if not Stunned recently,Stun Threshold if not Stunned recently
3944,53935,10677,Briny Carapace,Stun Threshold if not Stunned recently
3945,53935,25281,Briny Carapace,Life Mastery
3946,7405,4850,Shock Effect and Mana Regeneration,Shock Effect and Mana Regeneration
3947,48585,20831,Evasion and Reduced Movement Penalty,Catlike Agility
3948,48585,56325,Evasion and Reduced Movement Penalty,Evasion and Reduced Movement Penalty
3949,31517,11722,Seal Generation Frequency,Seal Generation Frequency
3950,31517,46034,Seal Generation Frequency,Attribute
3951,11722,62431,Seal Generation Frequency,Anticipation
3952,13341,63255,Frenzy Charge Duration,Savagery
3953,13341,56841,Frenzy Charge Duration,Frenzy Charge Duration
3954,13341,18451,Frenzy Charge Duration,Frenzy Charge Duration
3955,56841,18451,Frenzy Charge Duration,Frenzy Charge Duration
3956,62230,19355,Patient Barrier,Energy Shield
3957,37974,62230,Energy Shield,Patient Barrier
3958,39567,53188,Ingenuity,Mana Mastery
3959,50816,46554,Intelligence,Attribute
3960,50816,39567,Intelligence,Ingenuity
3961,50816,37974,Intelligence,Energy Shield
3962,50755,10131,Intelligence,Attribute
3963,50755,39567,Intelligence,Ingenuity
3964,50755,19355,Intelligence,Energy Shield
3965,10159,31977,Mana Regeneration,Mana Regeneration
3966,4828,19044,Mana Regeneration,Arcane Intensity
3967,25026,3567,Mana Regeneration,Raw Mana
3968,36379,25026,Mana Regeneration,Mana Regeneration
3969,31977,4828,Mana Regeneration,Mana Regeneration
3970,31977,10314,Mana Regeneration,Mana Regeneration
3971,19044,53188,Arcane Intensity,Mana Mastery
3972,3567,53188,Raw Mana,Mana Mastery
3973,3567,10159,Raw Mana,Mana Regeneration
3974,33345,61923,Mana Regeneration,Mana Regeneration
3975,33345,10131,Mana Regeneration,Attribute
3976,10314,16256,Mana Regeneration,Ether Flow
3977,61923,16256,Mana Regeneration,Ether Flow
3978,16256,53188,Ether Flow,Mana Mastery
3979,21336,62984,Evasion and Energy Shield,Mindful Awareness
3980,15975,48198,Evasion and Energy Shield,Step Like Mist
3981,62984,15975,Mindful Awareness,Evasion and Energy Shield
3982,58182,49220,Life on Kill,Flow Like Water
3983,7344,58182,Life from Death,Life on Kill
3984,7344,26931,Life from Death,Life on Kill
3985,26931,48198,Life on Kill,Step Like Mist
3986,8975,61196,Attribute,Attribute
3987,44487,39884,Ignite Magnitude,Searing Heat
3988,45137,44487,Ignite Magnitude,Ignite Magnitude
3989,39884,40271,Searing Heat,Fire Mastery
3990,44345,48833,Lightning Damage,Lightning Damage
3991,20504,62341,Block,Block
3992,52836,11980,Block,Block
3993,52836,56806,Block,Swift Blocking
3994,11980,20504,Block,Block
3995,62341,52836,Block,Block
3996,46157,37806,Lightning Skill Chain Chance,Branching Bolts
3997,3665,32185,Attack Damage and Companion Damage as Cold,Attack Damage and Companion Damage as Cold
3998,50516,2814,Attack Area and Flammability Magnitude,Engineered Blaze
3999,31626,50516,Attack Area and Flammability Magnitude,Attack Area and Flammability Magnitude
4000,59661,12245,Faster Ignites and Flammability Magnitude,Arsonist
4001,13610,41447,Faster Ignites and Flammability Magnitude,Attack Area and Flammability Magnitude
4002,2814,41447,Engineered Blaze,Attack Area and Flammability Magnitude
4003,2814,19749,Engineered Blaze,Fire Mastery
4004,26952,59661,Flammability Magnitude,Faster Ignites and Flammability Magnitude
4005,26952,31626,Flammability Magnitude,Attack Area and Flammability Magnitude
4006,12245,13610,Arsonist,Faster Ignites and Flammability Magnitude
4007,12245,19749,Arsonist,Fire Mastery
4008,38614,27662,Psychic Fragmentation,Additional Spell Projectiles
4009,38614,44201,Psychic Fragmentation,Additional Spell Projectiles
4010,25827,55241,Additional Spell Projectiles,Additional Spell Projectiles
4011,55241,38614,Additional Spell Projectiles,Psychic Fragmentation
4012,42250,26786,Attribute,Attribute
4013,42250,16484,Attribute,Attribute
4014,42250,44014,Attribute,Accuracy
4015,42250,45137,Attribute,Ignite Magnitude
4016,40630,44527,Flask Charges Gained,Cautious Concoctions
4017,6772,60505,Attribute,Attribute
4018,30695,13783,Vile Wounds,Ailment Chance
4019,30695,19808,Vile Wounds,Ailment Chance
4020,30695,56472,Vile Wounds,Projectile Mastery
4021,13783,28992,Ailment Chance,Honed Instincts
4022,22795,28992,Projectile Damage,Honed Instincts
4023,22795,42781,Projectile Damage,Clean Shot
4024,42781,55429,Clean Shot,Projectile Damage
4025,42781,56472,Clean Shot,Projectile Mastery
4026,17118,38814,Attribute,Attribute
4027,17118,20049,Attribute,Charm Charges
4028,17118,8789,Attribute,Companion Damage and Companion Life
4029,20049,32818,Charm Charges,Charm Charges
4030,30252,20049,Charm Effect,Charm Charges
4031,30252,48135,Charm Effect,Charm Charges
4032,32818,48135,Charm Charges,Charm Charges
4033,48135,12750,Charm Charges,Vale Shelter
4034,50192,31223,Life,Crimson Power
4035,32185,17118,Attack Damage and Companion Damage as Cold,Attribute
4036,63064,30634,Mystic Stance,Energy Shield Delay
4037,63064,54413,Mystic Stance,Spell Suppression Mastery
4038,65437,63064,Energy Shield Delay,Mystic Stance
4039,30047,21280,Attribute,Attribute
4040,30047,18451,Attribute,Frenzy Charge Duration
4041,30047,45650,Attribute,Melee Damage if Projectile Hit
4042,40068,32683,Freeze Buildup,Essence of the Mountain
4043,53149,24647,Freeze Buildup,Attribute
4044,32683,53149,Essence of the Mountain,Freeze Buildup
4045,32683,54413,Essence of the Mountain,Spell Suppression Mastery
4046,56325,21280,Evasion and Reduced Movement Penalty,Attribute
4047,3165,56162,Life,Grasping Wounds
4048,53965,12337,Lightning Penetration,Flash Storm
4049,24825,16460,Attribute,Attribute
4050,24825,29479,Attribute,Attribute
4051,24825,60738,Attribute,Life Flasks
4052,34136,29479,Attribute,Attribute
4053,29479,50469,Attribute,Attribute
4054,48833,4,Lightning Damage,Shock Chance
4055,57517,28268,Bleeding Damage,Bleeding Damage
4056,4,11578,Shock Chance,Spreading Shocks
4057,46034,41029,Attribute,Attribute
4058,46034,10552,Attribute,Stun Threshold from Energy Shield
4059,55668,25557,Attribute,Attribute
4060,55668,47754,Attribute,Cold Damage
4061,55668,55420,Attribute,Curse Effect
4062,55420,30061,Curse Effect,Curse Effect
4063,30061,31908,Curse Effect,Curse Effect
4064,31908,5594,Curse Effect,Decrepifying Curse
4065,5594,50107,Decrepifying Curse,Curse Effect on Self
4066,5594,8785,Decrepifying Curse,Curse Mastery
4067,50107,50881,Curse Effect on Self,Curse Effect on Self
4068,50881,55420,Curse Effect on Self,Curse Effect
4069,29240,55668,Attribute,Attribute
4070,29240,10881,Attribute,Focus Energy Shield
4071,29240,31977,Attribute,Mana Regeneration
4072,29240,57513,Attribute,Eldritch Battery
4073,25170,30820,Attack Damage and Skill Duration,Attack Damage and Skill Duration
4074,19442,25170,Prolonged Assault,Attack Damage and Skill Duration
4075,19442,8606,Prolonged Assault,Attack Mastery
4076,30820,26786,Attack Damage and Skill Duration,Attribute
4077,13411,34136,Attribute,Attribute
4078,33946,34074,Attack Critical Chance,Attack Critical Chance
4079,33946,57227,Attack Critical Chance,Attack Critical Chance
4080,34074,23259,Attack Critical Chance,Attack Critical Chance
4081,57227,23259,Attack Critical Chance,Attack Critical Chance
4082,23259,22864,Attack Critical Chance,Tainted Strike
4083,22864,57966,Tainted Strike,Critical Mastery
4084,16484,25100,Attribute,Oasis
4085,16484,18923,Attribute,Attribute
4086,32943,16938,Damage and Companion Damage,Damage and Companion Damage
4087,32943,29930,Damage and Companion Damage,Companion Damage and Companion Life
4088,32943,16484,Damage and Companion Damage,Attribute
4089,22368,63182,Defences and Companion Life,Defences and Companion Life
4090,22368,29930,Defences and Companion Life,Companion Damage and Companion Life
4091,22368,16484,Defences and Companion Life,Attribute
4092,8789,63182,Companion Damage and Companion Life,Defences and Companion Life
4093,16938,8789,Damage and Companion Damage,Companion Damage and Companion Life
4094,29930,16938,Companion Damage and Companion Life,Damage and Companion Damage
4095,29930,47088,Companion Damage and Companion Life,Sic 'Em
4096,63182,29930,Defences and Companion Life,Companion Damage and Companion Life
4097,37266,29930,Nourishing Ally,Companion Damage and Companion Life
4098,55429,22049,Projectile Damage,Projectile Damage
4099,36630,49473,Incision,Incision Chance
4100,60829,36630,Incision Chance,Incision
4101,29941,60829,Incision Chance,Incision Chance
4102,29941,57517,Incision Chance,Bleeding Damage
4103,28268,36630,Bleeding Damage,Incision
4104,28268,20837,Bleeding Damage,Knockback
4105,25557,29763,Attribute,Lightning Penetration
4106,25557,4059,Attribute,Attribute
4107,25557,26804,Attribute,Corpses
4108,21280,28050,Attribute,Attribute
4109,21280,61312,Attribute,Attribute
4110,21280,40630,Attribute,Flask Charges Gained
4111,41770,33080,Parry Area and Debuff Magnitude,Parry Debuff Magnitude
4112,41770,9441,Parry Area and Debuff Magnitude,Parry Area
4113,41770,16484,Parry Area and Debuff Magnitude,Attribute
4114,9441,5077,Parry Area,Parry Area
4115,5077,33400,Parry Area,Reverberating Parry
4116,33080,43254,Parry Debuff Magnitude,Parry Debuff Magnitude
4117,43254,33400,Parry Debuff Magnitude,Reverberating Parry
4118,20837,61104,Knockback,Staggering Wounds
4119,41029,25827,Attribute,Additional Spell Projectiles
4120,41029,44563,Attribute,Slow Effect and Hinder Duration
4121,41029,25557,Attribute,Attribute
4122,41029,22219,Attribute,Triggered Spell Damage
4123,28050,63888,Attribute,Attribute
4124,28050,53539,Attribute,Projectile Damage if Melee Hit
4125,31928,50574,Physical Life Recoup,Physical Damage and Life Recoup
4126,31928,15443,Physical Life Recoup,Endured Suffering
4127,50574,19426,Physical Damage and Life Recoup,Physical Damage
4128,50574,46034,Physical Damage and Life Recoup,Attribute
4129,19426,15443,Physical Damage,Endured Suffering
4130,5564,48833,Electrocute Buildup,Lightning Damage
4131,5564,63585,Electrocute Buildup,Thunderstruck
4132,24812,64643,Power Charge Duration,Power Charge Duration
4133,56360,24812,Power Charge Duration,Power Charge Duration
4134,64643,56360,Power Charge Duration,Power Charge Duration
4135,64643,27176,Power Charge Duration,The Power Within
4136,36997,27761,Stun Threshold during Parry,Counterstancing
4137,53539,46705,Projectile Damage if Melee Hit,Projectile Damage if Melee Hit
4138,53539,13379,Projectile Damage if Melee Hit,Stun Threshold during Parry
4139,46705,12822,Projectile Damage if Melee Hit,Adaptable Assault
4140,45650,9572,Melee Damage if Projectile Hit,Melee Damage if Projectile Hit
4141,45650,36997,Melee Damage if Projectile Hit,Stun Threshold during Parry
4142,9572,12822,Melee Damage if Projectile Hit,Adaptable Assault
4143,12822,5826,Adaptable Assault,Projectile Mastery
4144,17548,630,Moment of Truth,Critical Damage
4145,17548,31039,Moment of Truth,Critical Mastery
4146,14958,17548,Critical Chance,Moment of Truth
4147,630,13419,Critical Damage,Critical Damage
4148,13419,14958,Critical Damage,Critical Chance
4149,10671,5740,Attack Damage,Presence Area
4150,10671,23419,Attack Damage,Glory Generation
4151,10671,51048,Attack Damage,Attribute
4152,23419,55930,Glory Generation,Glory Generation
4153,55930,40687,Glory Generation,Lead by Example
4154,5740,40687,Presence Area,Lead by Example
4155,22049,60505,Projectile Damage,Attribute
4156,24239,34136,Life on Kill,Attribute
4157,55846,24239,Life on Kill,Life on Kill
4158,40213,55846,Taste for Blood,Life on Kill
4159,40213,24481,Taste for Blood,Recovery Mastery
4160,62510,8697,Elemental Attack Damage,Elemental Attack Damage
4161,62510,17118,Elemental Attack Damage,Attribute
4162,3985,48660,Forces of Nature,Elemental Mastery
4163,3985,64140,Forces of Nature,Elemental Attack Damage
4164,43423,48660,Emboldened Avatar,Elemental Mastery
4165,30905,8697,Elemental Attack Damage,Elemental Attack Damage
4166,30905,34201,Elemental Attack Damage,Attribute
4167,64140,51336,Elemental Attack Damage,Elemental Attack Damage
4168,64140,30905,Elemental Attack Damage,Elemental Attack Damage
